match_id,batter,runs,out,cum_runs,cum_outs,pavg,lfm,venue,savg
1136565,DJ Bravo,11,0,1330.0,55.0,24.181818181818183,23.0,MA Chidambaram Stadium,12.714285714285714
1136572,DJ Bravo,1,0,1341.0,55.0,24.381818181818183,21.6,Punjab Cricket Association IS Bindra Stadium,12.5
1136577,DJ Bravo,24,0,1342.0,55.0,24.4,21.6,Maharashtra Cricket Association Stadium,7.0
1136584,DJ Bravo,14,0,1366.0,55.0,24.836363636363636,24.8,M Chinnaswamy Stadium,10.5
1136587,DJ Bravo,0,1,1380.0,55.0,25.09090909090909,23.6,Maharashtra Cricket Association Stadium,15.5
1136595,DJ Bravo,14,0,1380.0,56.0,24.642857142857142,10.0,Maharashtra Cricket Association Stadium,10.333333333333334
1136603,DJ Bravo,1,0,1394.0,56.0,24.892857142857142,10.6,Sawai Mansingh Stadium,16.5
1136612,DJ Bravo,1,1,1395.0,56.0,24.910714285714285,10.6,Arun Jaitley Stadium,12.2
1136617,DJ Bravo,7,1,1396.0,57.0,24.49122807017544,6.0,Wankhede Stadium,25.333333333333332
1175360,DJ Bravo,4,0,1403.0,58.0,24.189655172413794,4.6,Arun Jaitley Stadium,10.333333333333334
1175367,DJ Bravo,27,1,1407.0,58.0,24.25862068965517,5.4,MA Chidambaram Stadium,12.636363636363637
1175370,DJ Bravo,8,1,1434.0,59.0,24.305084745762713,8.0,Wankhede Stadium,22.714285714285715
1178414,DJ Bravo,5,1,1442.0,60.0,24.033333333333335,9.4,M Chinnaswamy Stadium,11.0
1178419,DJ Bravo,20,1,1447.0,61.0,23.721311475409838,10.2,MA Chidambaram Stadium,13.26086956521739
1178430,DJ Bravo,1,0,1467.0,62.0,23.661290322580644,12.8,Punjab Cricket Association IS Bindra Stadium,8.666666666666666
1181767,DJ Bravo,0,0,1468.0,62.0,23.677419354838708,12.2,Other,20.9
1181768,DJ Bravo,15,1,1468.0,62.0,23.677419354838708,6.8,Rajiv Gandhi International Stadium,24.333333333333332
1216525,DJ Bravo,7,1,1483.0,63.0,23.53968253968254,8.2,UAE,8.0
1216528,DJ Bravo,0,1,1490.0,64.0,23.28125,8.6,UAE,7.5
1254069,DJ Bravo,20,1,1490.0,65.0,22.923076923076923,4.6,Wankhede Stadium,20.875
1254094,DJ Bravo,4,0,1510.0,66.0,22.87878787878788,8.4,UAE,5.0
1254104,DJ Bravo,23,1,1514.0,66.0,22.939393939393938,9.2,UAE,4.75
1304053,DJ Bravo,1,0,1537.0,67.0,22.940298507462686,10.8,Brabourne Stadium,5.5
1304057,DJ Bravo,0,1,1538.0,67.0,22.955223880597014,9.6,Brabourne Stadium,4.6
1304063,DJ Bravo,8,0,1538.0,68.0,22.61764705882353,9.6,Dr DY Patil Sports Academy,15.0
1304079,DJ Bravo,1,0,1546.0,68.0,22.735294117647058,7.2,Dr DY Patil Sports Academy,13.6
1304101,DJ Bravo,1,0,1547.0,68.0,22.75,6.6,Dr DY Patil Sports Academy,11.5
1304105,DJ Bravo,12,1,1548.0,68.0,22.764705882352942,2.2,Wankhede Stadium,20.77777777777778
548311,DJ Harris,15,1,,,0.0,0.0,Other,0.0
548329,DJ Harris,19,1,15.0,1.0,15.0,15.0,Rajiv Gandhi International Stadium,0.0
548356,DJ Harris,47,0,34.0,2.0,17.0,17.0,M Chinnaswamy Stadium,0.0
548359,DJ Harris,30,1,81.0,2.0,40.5,27.0,Rajiv Gandhi International Stadium,19.0
829709,DJ Hooda,30,1,,,0.0,0.0,Maharashtra Cricket Association Stadium,0.0
829715,DJ Hooda,54,1,30.0,1.0,30.0,30.0,Arun Jaitley Stadium,0.0
829721,DJ Hooda,13,1,84.0,2.0,42.0,42.0,Other,0.0
829741,DJ Hooda,19,1,97.0,3.0,32.333333333333336,32.333333333333336,Other,13.0
829749,DJ Hooda,1,1,116.0,4.0,29.0,29.0,Other,16.0
829769,DJ Hooda,1,1,117.0,5.0,23.4,23.4,Wankhede Stadium,0.0
829787,DJ Hooda,7,1,118.0,6.0,19.666666666666668,17.6,Brabourne Stadium,0.0
829797,DJ Hooda,15,1,125.0,7.0,17.857142857142858,8.2,MA Chidambaram Stadium,0.0
829819,DJ Hooda,11,1,140.0,8.0,17.5,8.6,Maharashtra Cricket Association Stadium,30.0
980907,DJ Hooda,6,1,151.0,9.0,16.77777777777778,7.0,M Chinnaswamy Stadium,0.0
980915,DJ Hooda,6,1,157.0,10.0,15.7,8.0,Rajiv Gandhi International Stadium,0.0
980923,DJ Hooda,17,0,163.0,11.0,14.818181818181818,9.0,Rajiv Gandhi International Stadium,6.0
980935,DJ Hooda,5,0,180.0,11.0,16.363636363636363,11.0,Rajiv Gandhi International Stadium,11.5
980943,DJ Hooda,1,1,185.0,11.0,16.818181818181817,9.0,Rajiv Gandhi International Stadium,9.333333333333334
980953,DJ Hooda,2,1,186.0,12.0,15.5,7.0,Rajiv Gandhi International Stadium,7.25
980967,DJ Hooda,18,1,188.0,13.0,14.461538461538462,6.2,Rajiv Gandhi International Stadium,6.2
980979,DJ Hooda,14,1,206.0,14.0,14.714285714285714,8.6,Other,11.0
980983,DJ Hooda,10,1,220.0,15.0,14.666666666666666,8.0,Rajiv Gandhi International Stadium,8.166666666666666
980991,DJ Hooda,34,1,230.0,16.0,14.375,9.0,Punjab Cricket Association IS Bindra Stadium,0.0
981003,DJ Hooda,1,0,264.0,17.0,15.529411764705882,15.6,Other,11.75
981009,DJ Hooda,2,1,265.0,17.0,15.588235294117647,15.4,Eden Gardens,0.0
981015,DJ Hooda,21,0,267.0,18.0,14.833333333333334,12.2,Arun Jaitley Stadium,54.0
981017,DJ Hooda,4,1,288.0,18.0,16.0,13.6,Arun Jaitley Stadium,37.5
981019,DJ Hooda,3,1,292.0,19.0,15.368421052631579,12.4,M Chinnaswamy Stadium,6.0
1082591,DJ Hooda,16,0,295.0,20.0,14.75,6.2,Rajiv Gandhi International Stadium,8.428571428571429
1082600,DJ Hooda,9,1,311.0,20.0,15.55,9.2,Wankhede Stadium,1.0
1082604,DJ Hooda,13,1,320.0,21.0,15.238095238095237,10.6,Eden Gardens,2.0
1082609,DJ Hooda,12,1,333.0,22.0,15.136363636363637,9.0,Rajiv Gandhi International Stadium,9.375
1082611,DJ Hooda,9,0,345.0,23.0,15.0,10.6,Rajiv Gandhi International Stadium,9.666666666666666
1082615,DJ Hooda,19,0,354.0,23.0,15.391304347826088,11.8,Maharashtra Cricket Association Stadium,20.5
1136567,DJ Hooda,32,0,373.0,23.0,16.217391304347824,12.4,Rajiv Gandhi International Stadium,9.6
1136570,DJ Hooda,5,0,405.0,23.0,17.608695652173914,17.0,Eden Gardens,7.5
1136576,DJ Hooda,5,1,410.0,23.0,17.82608695652174,15.4,Punjab Cricket Association IS Bindra Stadium,34.0
1136580,DJ Hooda,1,1,415.0,24.0,17.291666666666668,14.0,Rajiv Gandhi International Stadium,11.636363636363637
1136606,DJ Hooda,21,0,416.0,25.0,16.64,12.4,Maharashtra Cricket Association Stadium,20.0
1136611,DJ Hooda,1,0,437.0,25.0,17.48,12.8,M Chinnaswamy Stadium,4.5
1136619,DJ Hooda,19,2,438.0,25.0,17.52,6.6,Eden Gardens,6.666666666666667
1136620,DJ Hooda,3,1,457.0,27.0,16.925925925925927,9.4,Wankhede Stadium,5.0
1175371,DJ Hooda,10,1,460.0,28.0,16.428571428571427,9.0,Arun Jaitley Stadium,26.333333333333332
1178394,DJ Hooda,20,1,470.0,29.0,16.20689655172414,10.8,Rajiv Gandhi International Stadium,10.75
1178397,DJ Hooda,14,0,490.0,30.0,16.333333333333332,10.6,Punjab Cricket Association IS Bindra Stadium,19.5
1178405,DJ Hooda,3,1,504.0,30.0,16.8,13.2,Rajiv Gandhi International Stadium,11.461538461538462
1178408,DJ Hooda,13,1,507.0,31.0,16.35483870967742,10.0,Rajiv Gandhi International Stadium,10.857142857142858
1178420,DJ Hooda,0,1,520.0,32.0,16.25,12.0,Sawai Mansingh Stadium,0.0
1181766,DJ Hooda,4,1,520.0,33.0,15.757575757575758,10.0,Other,9.6
1216498,DJ Hooda,0,1,524.0,34.0,15.411764705882353,6.8,UAE,0.0
1216506,DJ Hooda,62,0,524.0,35.0,14.971428571428572,4.0,UAE,0.0
1216517,DJ Hooda,24,0,586.0,35.0,16.742857142857144,15.8,UAE,31.0
1216537,DJ Hooda,1,0,610.0,35.0,17.428571428571427,18.0,UAE,28.666666666666668
1216546,DJ Hooda,15,0,611.0,35.0,17.457142857142856,18.2,UAE,21.75
1254061,DJ Hooda,64,1,626.0,35.0,17.885714285714286,20.4,Wankhede Stadium,4.333333333333333
1254065,DJ Hooda,10,1,690.0,36.0,19.166666666666668,33.2,Wankhede Stadium,19.25
1254068,DJ Hooda,22,0,700.0,37.0,18.91891891891892,22.8,Wankhede Stadium,17.4
1254071,DJ Hooda,13,1,722.0,37.0,19.513513513513512,22.4,MA Chidambaram Stadium,15.0
1254078,DJ Hooda,1,1,735.0,38.0,19.342105263157894,24.8,Narendra Modi Stadium,0.0
1254083,DJ Hooda,5,1,736.0,39.0,18.871794871794872,22.0,Narendra Modi Stadium,1.0
1254086,DJ Hooda,1,0,741.0,40.0,18.525,10.2,Narendra Modi Stadium,3.0
1254099,DJ Hooda,28,1,742.0,40.0,18.55,8.4,Other,8.666666666666666
1254102,DJ Hooda,3,1,770.0,41.0,18.78048780487805,9.6,UAE,20.4
1254107,DJ Hooda,13,1,773.0,42.0,18.404761904761905,7.6,UAE,17.5
1254111,DJ Hooda,0,1,786.0,43.0,18.27906976744186,10.0,UAE,16.857142857142858
1304050,DJ Hooda,55,1,786.0,44.0,17.863636363636363,9.0,Wankhede Stadium,18.166666666666668
1304053,DJ Hooda,13,1,841.0,45.0,18.68888888888889,19.8,Brabourne Stadium,7.0
1304058,DJ Hooda,51,1,854.0,46.0,18.565217391304348,16.8,Dr DY Patil Sports Academy,0.0
1304061,DJ Hooda,11,1,905.0,47.0,19.25531914893617,26.4,Dr DY Patil Sports Academy,51.0
1304066,DJ Hooda,25,1,916.0,48.0,19.083333333333332,26.0,Wankhede Stadium,23.428571428571427
1304072,DJ Hooda,15,1,941.0,49.0,19.20408163265306,31.0,Brabourne Stadium,10.0
1304077,DJ Hooda,13,1,956.0,50.0,19.12,23.0,Dr DY Patil Sports Academy,31.0
1304083,DJ Hooda,10,1,969.0,51.0,19.0,23.0,Wankhede Stadium,23.625
1304088,DJ Hooda,34,0,979.0,52.0,18.826923076923077,14.8,Maharashtra Cricket Association Stadium,20.25
1304091,DJ Hooda,52,1,1013.0,52.0,19.48076923076923,19.4,Wankhede Stadium,22.11111111111111
1304099,DJ Hooda,41,1,1065.0,53.0,20.09433962264151,24.8,Maharashtra Cricket Association Stadium,23.0
1304103,DJ Hooda,27,2,1106.0,54.0,20.48148148148148,30.0,Maharashtra Cricket Association Stadium,26.0
1304109,DJ Hooda,59,1,1133.0,56.0,20.232142857142858,32.8,Brabourne Stadium,11.666666666666666
1312198,DJ Hooda,45,1,1192.0,57.0,20.912280701754387,42.6,Eden Gardens,9.75
1359477,DJ Hooda,17,1,1237.0,58.0,21.32758620689655,44.8,Other,11.428571428571429
1359480,DJ Hooda,2,1,1254.0,59.0,21.25423728813559,37.8,MA Chidambaram Stadium,14.0
1359484,DJ Hooda,7,1,1256.0,60.0,20.933333333333334,30.0,Other,12.125
1359489,DJ Hooda,9,1,1263.0,61.0,20.704918032786885,26.0,M Chinnaswamy Stadium,3.3333333333333335
1359495,DJ Hooda,2,1,1272.0,62.0,20.516129032258064,16.0,Other,11.555555555555555
1359500,DJ Hooda,2,1,1274.0,63.0,20.22222222222222,7.4,Sawai Mansingh Stadium,0.0
1359504,DJ Hooda,2,2,1276.0,64.0,19.9375,4.4,Other,10.6
1359512,DJ Hooda,11,0,1278.0,66.0,19.363636363636363,4.4,Punjab Cricket Association IS Bindra Stadium,17.666666666666668
1359517,DJ Hooda,1,1,1289.0,66.0,19.53030303030303,5.2,Other,9.818181818181818
1359525,DJ Hooda,11,1,1290.0,67.0,19.253731343283583,3.6,Narendra Modi Stadium,2.3333333333333335
1359537,DJ Hooda,5,1,1301.0,68.0,19.13235294117647,5.4,Other,9.083333333333334
1370351,DJ Hooda,15,0,1306.0,69.0,18.92753623188406,6.0,MA Chidambaram Stadium,10.0
1422122,DJ Hooda,26,1,1321.0,69.0,19.144927536231883,8.6,Sawai Mansingh Stadium,1.0
1426264,DJ Hooda,10,1,1347.0,70.0,19.242857142857144,11.6,Other,8.76923076923077
1426266,DJ Hooda,8,1,1357.0,71.0,19.112676056338028,13.4,Eden Gardens,16.8
1426277,DJ Hooda,17,0,1365.0,72.0,18.958333333333332,12.8,MA Chidambaram Stadium,11.25
1426282,DJ Hooda,50,1,1382.0,72.0,19.194444444444443,15.2,Other,8.857142857142858
1426286,DJ Hooda,18,1,1432.0,73.0,19.616438356164384,22.2,Other,11.6
1426292,DJ Hooda,5,1,1450.0,74.0,19.594594594594593,20.6,Other,12.0
1426302,DJ Hooda,0,1,1455.0,75.0,19.4,19.6,Arun Jaitley Stadium,22.25
1426305,DJ Hooda,11,1,1455.0,76.0,19.144736842105264,18.0,Wankhede Stadium,25.1
335982,DJ Hussey,12,1,,,0.0,0.0,M Chinnaswamy Stadium,0.0
335986,DJ Hussey,38,0,12.0,1.0,12.0,12.0,Eden Gardens,0.0
335993,DJ Hussey,0,1,50.0,1.0,50.0,25.0,MA Chidambaram Stadium,0.0
335997,DJ Hussey,17,1,50.0,2.0,25.0,16.666666666666668,Eden Gardens,38.0
336000,DJ Hussey,42,1,67.0,3.0,22.333333333333332,16.75,Sawai Mansingh Stadium,0.0
336003,DJ Hussey,71,1,109.0,4.0,27.25,21.8,Punjab Cricket Association IS Bindra Stadium,0.0
336010,DJ Hussey,26,1,180.0,5.0,36.0,33.6,Eden Gardens,27.5
336014,DJ Hussey,57,0,206.0,6.0,34.333333333333336,31.2,Rajiv Gandhi International Stadium,0.0
336017,DJ Hussey,31,1,263.0,6.0,43.833333333333336,42.6,Eden Gardens,27.0
336021,DJ Hussey,2,1,294.0,7.0,42.0,45.4,Wankhede Stadium,0.0
336025,DJ Hussey,0,1,296.0,8.0,37.0,37.4,Eden Gardens,28.0
336027,DJ Hussey,11,1,296.0,9.0,32.888888888888886,23.2,Eden Gardens,22.4
336035,DJ Hussey,12,1,307.0,10.0,30.7,20.2,Eden Gardens,20.5
392221,DJ Hussey,43,1,319.0,11.0,29.0,11.2,Other,0.0
392228,DJ Hussey,43,1,362.0,12.0,30.166666666666668,13.6,Other,43.0
392231,DJ Hussey,3,0,405.0,13.0,31.153846153846153,21.8,Other,43.0
392233,DJ Hussey,9,1,408.0,13.0,31.384615384615383,22.4,Other,29.666666666666668
419127,DJ Hussey,3,1,417.0,14.0,29.785714285714285,22.0,Punjab Cricket Association IS Bindra Stadium,71.0
419131,DJ Hussey,29,1,420.0,15.0,28.0,20.2,Arun Jaitley Stadium,0.0
419135,DJ Hussey,31,1,449.0,16.0,28.0625,17.4,Eden Gardens,19.285714285714285
419139,DJ Hussey,11,0,480.0,17.0,28.235294117647058,15.0,Eden Gardens,20.75
419153,DJ Hussey,0,1,491.0,17.0,28.88235294117647,16.6,MA Chidambaram Stadium,0.0
419161,DJ Hussey,20,0,491.0,18.0,27.27777777777778,14.8,Eden Gardens,19.666666666666668
501223,DJ Hussey,20,1,511.0,18.0,28.38888888888889,18.2,Arun Jaitley Stadium,29.0
501234,DJ Hussey,15,1,531.0,19.0,27.94736842105263,16.4,Eden Gardens,19.7
501237,DJ Hussey,1,1,546.0,20.0,27.3,13.2,Wankhede Stadium,2.0
501248,DJ Hussey,4,1,547.0,21.0,26.047619047619047,11.2,Punjab Cricket Association IS Bindra Stadium,37.0
501251,DJ Hussey,0,1,551.0,22.0,25.045454545454547,12.0,Punjab Cricket Association IS Bindra Stadium,26.0
501254,DJ Hussey,21,0,551.0,23.0,23.956521739130434,8.0,Other,24.5
501257,DJ Hussey,3,1,572.0,23.0,24.869565217391305,8.2,Other,23.8
501260,DJ Hussey,0,0,575.0,24.0,23.958333333333332,5.8,Other,20.333333333333332
548309,DJ Hussey,13,1,575.0,24.0,23.958333333333332,5.6,Sawai Mansingh Stadium,42.0
548313,DJ Hussey,18,1,588.0,25.0,23.52,7.4,Other,17.428571428571427
548323,DJ Hussey,32,0,606.0,26.0,23.307692307692307,11.0,Eden Gardens,19.272727272727273
548328,DJ Hussey,10,0,638.0,26.0,24.53846153846154,13.2,Punjab Cricket Association IS Bindra Stadium,19.5
548331,DJ Hussey,41,1,648.0,26.0,24.923076923076923,14.6,Punjab Cricket Association IS Bindra Stadium,17.6
548334,DJ Hussey,21,1,689.0,27.0,25.51851851851852,22.8,Wankhede Stadium,1.5
548339,DJ Hussey,68,0,710.0,28.0,25.357142857142858,24.4,Punjab Cricket Association IS Bindra Stadium,21.5
548343,DJ Hussey,7,1,778.0,28.0,27.785714285714285,34.4,MA Chidambaram Stadium,0.0
548350,DJ Hussey,45,1,785.0,29.0,27.06896551724138,29.4,M Chinnaswamy Stadium,12.0
548354,DJ Hussey,8,1,830.0,30.0,27.666666666666668,36.4,Punjab Cricket Association IS Bindra Stadium,28.142857142857142
548359,DJ Hussey,16,1,838.0,31.0,27.032258064516128,29.8,Rajiv Gandhi International Stadium,57.0
548366,DJ Hussey,65,0,854.0,32.0,26.6875,28.8,Punjab Cricket Association IS Bindra Stadium,25.625
548369,DJ Hussey,40,2,919.0,32.0,28.71875,28.2,Arun Jaitley Stadium,24.5
548371,DJ Hussey,9,1,959.0,34.0,28.205882352941178,34.8,Other,17.5
548374,DJ Hussey,3,1,968.0,35.0,27.65714285714286,27.6,Other,16.555555555555557
598003,DJ Hussey,8,0,971.0,36.0,26.97222222222222,26.6,Other,15.2
598007,DJ Hussey,41,1,979.0,36.0,27.194444444444443,25.0,Punjab Cricket Association IS Bindra Stadium,30.0
598014,DJ Hussey,41,2,1020.0,37.0,27.56756756756757,20.2,Sawai Mansingh Stadium,27.5
598016,DJ Hussey,12,1,1061.0,39.0,27.205128205128204,20.4,Punjab Cricket Association IS Bindra Stadium,31.1
598021,DJ Hussey,22,1,1073.0,40.0,26.825,21.0,Rajiv Gandhi International Stadium,36.5
598031,DJ Hussey,21,1,1095.0,41.0,26.70731707317073,24.8,Eden Gardens,20.333333333333332
598037,DJ Hussey,34,1,1116.0,42.0,26.571428571428573,27.4,Wankhede Stadium,8.0
598041,DJ Hussey,22,1,1150.0,43.0,26.74418604651163,26.0,MA Chidambaram Stadium,2.3333333333333335
598052,DJ Hussey,1,1,1172.0,44.0,26.636363636363637,22.2,Punjab Cricket Association IS Bindra Stadium,29.363636363636363
598059,DJ Hussey,20,1,1173.0,45.0,26.066666666666666,20.0,Arun Jaitley Stadium,29.666666666666668
598064,DJ Hussey,13,1,1193.0,46.0,25.934782608695652,19.6,Punjab Cricket Association IS Bindra Stadium,27.0
734013,DJ Hussey,25,1,1206.0,47.0,25.659574468085108,18.0,Other,14.545454545454545
734029,DJ Hussey,50,0,1231.0,48.0,25.645833333333332,16.2,Other,15.416666666666666
734045,DJ Hussey,40,0,1281.0,48.0,26.6875,21.8,Brabourne Stadium,0.0
734047,DJ Hussey,1,1,1321.0,48.0,27.520833333333332,29.6,Wankhede Stadium,14.5
501201,DJ Jacobs,1,1,,,0.0,0.0,Arun Jaitley Stadium,0.0
501205,DJ Jacobs,22,1,1.0,1.0,1.0,1.0,M Chinnaswamy Stadium,0.0
501210,DJ Jacobs,12,1,23.0,2.0,11.5,11.5,Wankhede Stadium,0.0
501224,DJ Jacobs,32,1,35.0,3.0,11.666666666666666,11.666666666666666,Rajiv Gandhi International Stadium,0.0
501231,DJ Jacobs,15,1,67.0,4.0,16.75,16.75,Sawai Mansingh Stadium,0.0
501237,DJ Jacobs,10,1,82.0,5.0,16.4,16.4,Wankhede Stadium,12.0
548325,DJ Jacobs,0,1,92.0,6.0,15.333333333333334,18.2,Wankhede Stadium,11.0
1254086,DJ Malan,26,1,,,0.0,0.0,Narendra Modi Stadium,0.0
1304085,DJ Mitchell,16,1,,,0.0,0.0,Maharashtra Cricket Association Stadium,0.0
1304090,DJ Mitchell,17,1,16.0,1.0,16.0,16.0,Dr DY Patil Sports Academy,0.0
1422119,DJ Mitchell,22,1,33.0,2.0,16.5,16.5,MA Chidambaram Stadium,0.0
1422125,DJ Mitchell,24,0,55.0,3.0,18.333333333333332,18.333333333333332,MA Chidambaram Stadium,22.0
1422131,DJ Mitchell,34,1,79.0,3.0,26.333333333333332,19.75,Other,0.0
1422136,DJ Mitchell,13,1,113.0,4.0,28.25,22.6,Rajiv Gandhi International Stadium,0.0
1426260,DJ Mitchell,25,1,126.0,5.0,25.2,22.0,MA Chidambaram Stadium,23.0
1426267,DJ Mitchell,17,1,151.0,6.0,25.166666666666668,23.6,Wankhede Stadium,0.0
1426277,DJ Mitchell,11,1,168.0,7.0,24.0,22.6,MA Chidambaram Stadium,23.666666666666668
1426284,DJ Mitchell,52,1,179.0,8.0,22.375,20.0,MA Chidambaram Stadium,20.5
1426287,DJ Mitchell,1,0,231.0,9.0,25.666666666666668,23.6,MA Chidambaram Stadium,26.8
1426291,DJ Mitchell,30,1,232.0,9.0,25.77777777777778,21.2,Other,34.0
1426297,DJ Mitchell,63,1,262.0,10.0,26.2,22.2,Narendra Modi Stadium,0.0
1426299,DJ Mitchell,22,1,325.0,11.0,29.545454545454547,31.4,MA Chidambaram Stadium,22.5
1426306,DJ Mitchell,4,1,347.0,12.0,28.916666666666668,33.6,M Chinnaswamy Stadium,0.0
829757,DJ Muthuswami,1,1,,,0.0,0.0,Arun Jaitley Stadium,0.0
335985,DJ Thornely,0,1,,,0.0,0.0,Wankhede Stadium,0.0
336004,DJ Thornely,30,1,0.0,1.0,0.0,0.0,Dr DY Patil Sports Academy,0.0
336021,DJ Thornely,1,0,30.0,2.0,15.0,15.0,Wankhede Stadium,0.0
336024,DJ Thornely,8,1,31.0,2.0,15.5,10.333333333333334,Rajiv Gandhi International Stadium,0.0
1304052,DJ Willey,18,1,,,0.0,0.0,Dr DY Patil Sports Academy,0.0
1304059,DJ Willey,0,2,18.0,1.0,18.0,18.0,Wankhede Stadium,0.0
1359483,DJ Willey,20,0,18.0,3.0,6.0,9.0,Eden Gardens,0.0
1359506,DJ Willey,4,0,38.0,3.0,12.666666666666666,12.666666666666666,M Chinnaswamy Stadium,0.0
1359510,DJ Willey,11,0,42.0,3.0,14.0,10.5,M Chinnaswamy Stadium,4.0
598030,DJG Sammy,19,1,,,0.0,0.0,MA Chidambaram Stadium,0.0
598032,DJG Sammy,60,1,19.0,1.0,19.0,19.0,Sawai Mansingh Stadium,0.0
598039,DJG Sammy,1,0,79.0,2.0,39.5,39.5,Rajiv Gandhi International Stadium,0.0
598044,DJG Sammy,18,0,80.0,2.0,40.0,26.666666666666668,Rajiv Gandhi International Stadium,1.0
598051,DJG Sammy,7,1,98.0,2.0,49.0,24.5,Rajiv Gandhi International Stadium,9.5
598056,DJG Sammy,0,1,105.0,3.0,35.0,21.0,Punjab Cricket Association IS Bindra Stadium,0.0
598065,DJG Sammy,23,1,105.0,4.0,26.25,17.2,Rajiv Gandhi International Stadium,8.666666666666666
598069,DJG Sammy,17,0,128.0,5.0,25.6,9.8,Rajiv Gandhi International Stadium,12.25
598071,DJG Sammy,29,1,145.0,5.0,29.0,13.0,Arun Jaitley Stadium,0.0
729285,DJG Sammy,6,1,174.0,6.0,29.0,15.2,UAE,0.0
729295,DJG Sammy,15,1,180.0,7.0,25.714285714285715,15.0,UAE,6.0
729311,DJG Sammy,23,0,195.0,8.0,24.375,18.0,UAE,10.5
729317,DJG Sammy,10,1,218.0,8.0,27.25,18.0,UAE,14.666666666666666
733977,DJG Sammy,8,1,228.0,9.0,25.333333333333332,16.6,M Chinnaswamy Stadium,0.0
734015,DJG Sammy,7,1,236.0,10.0,23.6,12.4,Rajiv Gandhi International Stadium,13.2
734021,DJG Sammy,10,0,243.0,11.0,22.09090909090909,12.6,Rajiv Gandhi International Stadium,12.166666666666666
734029,DJG Sammy,0,1,253.0,11.0,23.0,11.6,Other,0.0
734037,DJG Sammy,29,1,253.0,12.0,21.083333333333332,7.0,Eden Gardens,0.0
829713,DJG Sammy,7,1,282.0,13.0,21.692307692307693,10.8,Eden Gardens,29.0
829719,DJG Sammy,6,1,289.0,14.0,20.642857142857142,10.6,M Chinnaswamy Stadium,8.0
1136564,DJM Short,4,1,,,0.0,0.0,Rajiv Gandhi International Stadium,0.0
1136566,DJM Short,6,1,4.0,1.0,4.0,4.0,Sawai Mansingh Stadium,0.0
1136571,DJM Short,11,1,10.0,2.0,5.0,5.0,M Chinnaswamy Stadium,0.0
1136575,DJM Short,44,1,21.0,3.0,7.0,7.0,Sawai Mansingh Stadium,6.0
1136592,DJM Short,44,1,65.0,4.0,16.25,16.25,Arun Jaitley Stadium,0.0
1136598,DJM Short,2,1,109.0,5.0,21.8,21.8,Other,0.0
1136607,DJM Short,4,1,111.0,6.0,18.5,21.4,Wankhede Stadium,0.0
1082599,DL Chahar,14,1,,,0.0,0.0,Maharashtra Cricket Association Stadium,0.0
1136561,DL Chahar,0,1,14.0,1.0,14.0,14.0,Wankhede Stadium,0.0
1136612,DL Chahar,1,0,14.0,2.0,7.0,7.0,Arun Jaitley Stadium,0.0
1136616,DL Chahar,39,1,15.0,2.0,7.5,5.0,Maharashtra Cricket Association Stadium,14.0
1136617,DL Chahar,10,1,54.0,3.0,18.0,13.5,Wankhede Stadium,0.0
1175370,DL Chahar,7,1,64.0,4.0,16.0,12.8,Wankhede Stadium,5.0
1178419,DL Chahar,0,1,71.0,5.0,14.2,11.4,MA Chidambaram Stadium,0.0
1216521,DL Chahar,0,1,71.0,6.0,11.833333333333334,11.4,UAE,0.0
1216525,DL Chahar,5,0,71.0,7.0,10.142857142857142,11.2,UAE,0.0
1216528,DL Chahar,2,0,76.0,7.0,10.857142857142858,4.4,UAE,2.5
1254098,DL Chahar,1,0,78.0,7.0,11.142857142857142,2.8,Other,0.0
1359529,DL Chahar,1,0,79.0,7.0,11.285714285714286,1.6,MA Chidambaram Stadium,0.0
392198,DL Vettori,29,1,,,0.0,0.0,Other,0.0
392226,DL Vettori,1,1,29.0,1.0,29.0,29.0,Other,29.0
392232,DL Vettori,4,0,30.0,2.0,15.0,15.0,Other,15.0
419140,DL Vettori,19,0,34.0,2.0,17.0,11.333333333333334,Arun Jaitley Stadium,0.0
419144,DL Vettori,12,0,53.0,2.0,26.5,13.25,Eden Gardens,0.0
419149,DL Vettori,2,1,65.0,2.0,32.5,13.0,Arun Jaitley Stadium,19.0
501208,DL Vettori,3,0,67.0,3.0,22.333333333333332,7.6,Rajiv Gandhi International Stadium,0.0
501211,DL Vettori,2,0,70.0,3.0,23.333333333333332,8.0,MA Chidambaram Stadium,0.0
501227,DL Vettori,18,0,72.0,3.0,24.0,7.6,Arun Jaitley Stadium,10.5
501271,DL Vettori,0,1,90.0,3.0,30.0,7.4,MA Chidambaram Stadium,2.0
548310,DL Vettori,3,1,90.0,4.0,22.5,5.0,M Chinnaswamy Stadium,0.0
548315,DL Vettori,20,1,93.0,5.0,18.6,5.2,M Chinnaswamy Stadium,3.0
548318,DL Vettori,1,0,113.0,6.0,18.833333333333332,8.6,MA Chidambaram Stadium,1.0
548324,DL Vettori,1,1,114.0,6.0,19.0,8.4,M Chinnaswamy Stadium,11.5
548331,DL Vettori,2,0,115.0,7.0,16.428571428571427,5.0,Punjab Cricket Association IS Bindra Stadium,0.0
548344,DL Vettori,4,0,117.0,7.0,16.714285714285715,5.4,Eden Gardens,12.0
1082620,DM Bravo,6,0,,,0.0,0.0,Maharashtra Cricket Association Stadium,0.0
